Gender,Education_Level,Income_Category,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Total_Trans_Ct,Churned
M,Unknown,$120K +,3,2,3,2137,25,1
F,Unknown,$40K - $60K,5,2,0,1540,50,0
M,Graduate,Less than $40K,6,3,2,2019,40,0
M,College,$80K - $120K,3,3,3,1799,14,1
M,High School,$80K - $120K,3,2,2,2113,31,0
M,High School,$120K +,6,3,1,1013,37,0
M,Uneducated,$60K - $80K,4,1,2,0,32,0
M,Graduate,$80K - $120K,4,1,2,1203,40,0
F,Unknown,Less than $40K,5,3,0,2318,31,0
M,High School,$40K - $60K,4,3,4,1513,55,0
F,High School,$40K - $60K,6,3,2,838,32,0
F,Graduate,Less than $40K,3,2,3,1603,37,0
M,College,$80K - $120K,4,2,0,2332,37,0
M,High School,$60K - $80K,4,2,2,1412,38,0
F,Unknown,Less than $40K,4,3,2,1124,49,0
F,Doctorate,Unknown,1,2,3,0,22,1
F,Doctorate,$40K - $60K,5,3,0,1466,28,0
M,High School,$120K +,6,3,2,1692,29,0
M,Graduate,$60K - $80K,3,5,3,0,27,1
M,Unknown,$60K - $80K,4,3,3,1387,39,0
M,Graduate,$60K - $80K,6,3,0,0,28,0
M,High School,$40K - $60K,3,1,3,2517,37,0
M,College,$80K - $120K,3,3,2,1601,36,0
F,Graduate,Less than $40K,6,2,0,1928,46,0
F,Post-Graduate,Less than $40K,6,1,2,2259,53,0
F,College,Less than $40K,6,3,3,0,27,0
M,Graduate,$80K - $120K,6,3,3,1667,35,0
M,Graduate,$120K +,4,1,3,0,50,0
F,Unknown,Unknown,4,2,3,0,27,0
F,Post-Graduate,Less than $40K,3,3,1,0,28,1
M,High School,$60K - $80K,3,2,3,0,18,1
F,Uneducated,Unknown,4,2,0,0,37,0
M,Unknown,$40K - $60K,4,2,2,1788,34,0
M,Unknown,Less than $40K,4,2,4,1010,35,0
M,College,$60K - $80K,4,3,2,1040,50,0
M,Graduate,$40K - $60K,5,3,1,1993,39,0
F,Unknown,Unknown,5,2,0,1276,48,0
M,Graduate,$60K - $80K,6,2,2,894,39,0
M,Graduate,$80K - $120K,6,3,2,0,37,0
M,College,$80K - $120K,3,3,1,0,27,0
M,High School,$60K - $80K,3,3,2,0,16,1
M,Graduate,$40K - $60K,6,1,2,1616,54,0
M,Uneducated,Less than $40K,5,3,2,1728,53,0
F,Doctorate,Less than $40K,6,1,0,1999,37,0
M,Graduate,$60K - $80K,6,3,3,895,48,0
M,College,$40K - $60K,2,5,3,0,17,1
M,Graduate,$40K - $60K,4,2,2,0,44,0
M,Graduate,$60K - $80K,3,3,2,2480,36,0
M,High School,$60K - $80K,5,3,2,1034,29,0
M,Unknown,$80K - $120K,1,3,1,2517,16,1
M,Uneducated,$120K +,4,2,0,1938,45,0
M,Uneducated,$120K +,6,6,2,1961,58,0
M,College,$80K - $120K,4,2,2,1729,36,0
M,High School,$60K - $80K,4,2,1,1975,23,0
M,Unknown,$80K - $120K,4,1,2,960,59,0
F,Graduate,$40K - $60K,5,1,0,1945,29,0
M,Graduate,$60K - $80K,6,2,3,0,24,0
F,Doctorate,Less than $40K,3,2,2,1184,38,0
M,Doctorate,$60K - $80K,4,1,1,706,58,0
F,High School,Less than $40K,6,2,3,1412,26,0
F,College,$40K - $60K,4,3,3,1618,44,0
M,College,$60K - $80K,5,3,3,0,17,1
M,High School,$60K - $80K,2,2,3,0,18,1
F,High School,Less than $40K,6,1,3,1170,45,0
M,Unknown,$40K - $60K,1,2,2,788,14,1
M,High School,$60K - $80K,3,1,2,1822,25,0
M,Graduate,$80K - $120K,6,2,1,862,40,0
F,Unknown,Unknown,4,3,0,1782,29,0
M,Graduate,$120K +,5,1,1,2174,50,0
M,Graduate,Less than $40K,6,2,2,1311,43,0
M,Uneducated,$80K - $120K,3,1,1,2252,38,0
F,Doctorate,Less than $40K,4,1,1,1378,45,0
M,Uneducated,$80K - $120K,6,1,2,710,30,0
M,High School,Less than $40K,6,5,0,1430,37,0
F,Uneducated,Less than $40K,3,4,3,0,21,1
F,Doctorate,Less than $40K,6,1,3,0,18,1
M,Uneducated,$80K - $120K,6,2,2,0,54,0
M,Uneducated,$60K - $80K,3,2,2,0,15,1
M,Unknown,$60K - $80K,4,2,2,0,30,0
F,Unknown,Less than $40K,4,1,3,361,22,1
M,Unknown,$120K +,3,2,2,1314,28,0
M,Doctorate,$80K - $120K,6,3,1,693,50,0
F,High School,$40K - $60K,3,2,2,845,45,0
M,Uneducated,$40K - $60K,3,3,0,1113,45,0
F,Graduate,Less than $40K,6,2,2,1853,35,0
F,Graduate,Less than $40K,2,2,3,0,17,1
F,College,Unknown,4,5,2,1575,60,0
F,Graduate,Less than $40K,4,1,0,0,29,0
M,Graduate,$80K - $120K,3,2,2,1185,46,0
M,Post-Graduate,$80K - $120K,4,2,3,2104,37,0
M,Graduate,$60K - $80K,4,2,3,1118,31,0
M,High School,$80K - $120K,5,2,0,1437,43,0
F,Unknown,Less than $40K,5,3,2,1150,50,0
F,Graduate,Less than $40K,6,1,2,1309,34,0
M,College,Less than $40K,4,1,3,479,37,0
F,Graduate,Less than $40K,6,3,3,1077,58,0
M,College,$80K - $120K,4,3,3,1705,36,0
F,Graduate,Unknown,4,2,3,819,37,0
F,Graduate,$40K - $60K,5,3,0,1570,57,0
F,High School,Unknown,4,2,2,1528,38,0
M,High School,$60K - $80K,6,1,3,2517,37,0
F,Post-Graduate,$40K - $60K,4,2,2,2217,36,0
M,High School,$120K +,5,1,2,1358,30,0
F,Graduate,Less than $40K,4,1,0,901,45,0
M,Unknown,$80K - $120K,3,3,2,2170,35,0
M,College,$60K - $80K,6,1,3,0,24,1
M,Post-Graduate,$120K +,4,2,3,0,61,0
M,Doctorate,$80K - $120K,4,1,3,0,25,1
F,College,Less than $40K,6,3,2,1040,78,0
F,Graduate,Unknown,3,2,2,1550,33,0
F,Unknown,Less than $40K,4,1,2,0,39,0
M,Graduate,$40K - $60K,5,1,2,1566,26,0
M,Graduate,$80K - $120K,6,2,0,0,32,0
F,Graduate,Less than $40K,3,1,3,1593,41,0
F,High School,Less than $40K,5,3,0,2485,26,0
M,Uneducated,$40K - $60K,3,3,2,2021,46,0
M,College,$60K - $80K,4,2,3,1355,55,0
M,Graduate,$40K - $60K,6,2,3,0,27,0
F,Graduate,Less than $40K,5,2,2,852,45,0
M,Graduate,$80K - $120K,3,3,3,1372,31,0
M,Unknown,$60K - $80K,6,2,0,2517,42,0
M,Graduate,$80K - $120K,3,3,3,1406,47,1
M,High School,$60K - $80K,6,2,2,1762,32,0
F,Graduate,$40K - $60K,6,1,3,2379,57,0
M,High School,$80K - $120K,6,1,2,1133,41,0
M,Unknown,$60K - $80K,6,3,3,491,59,0
F,Uneducated,$40K - $60K,3,1,3,1166,25,0
M,Graduate,$80K - $120K,4,3,2,1811,31,0
M,Post-Graduate,$60K - $80K,5,2,2,954,45,0
M,High School,$40K - $60K,5,2,0,2517,40,0
F,Graduate,Less than $40K,3,1,3,306,15,1
F,Post-Graduate,Unknown,3,1,2,1578,40,0
M,Graduate,$80K - $120K,4,1,2,864,64,0
M,Uneducated,$80K - $120K,5,2,3,1676,31,0
M,High School,$80K - $120K,2,2,2,900,10,1
F,College,Less than $40K,6,1,3,1686,35,0
M,Uneducated,$60K - $80K,6,1,2,2326,63,0
F,Graduate,$40K - $60K,4,3,3,2517,48,0
F,Unknown,Less than $40K,5,1,3,800,22,1
M,Graduate,$60K - $80K,5,1,2,700,25,0
F,Graduate,Less than $40K,3,3,3,554,17,1
M,Uneducated,$60K - $80K,3,2,2,1213,37,0
F,Graduate,Less than $40K,6,2,2,2387,49,0
M,Doctorate,$60K - $80K,3,1,3,2517,43,0
M,Graduate,$120K +,3,1,3,2129,38,0
M,Graduate,$60K - $80K,6,4,3,0,41,0
M,High School,$80K - $120K,5,3,3,843,28,0
F,High School,Less than $40K,4,1,2,0,38,0
F,Unknown,Less than $40K,5,2,2,1381,60,0
M,Graduate,$80K - $120K,4,3,2,2517,33,0
M,Post-Graduate,$40K - $60K,4,2,2,0,30,0
F,Uneducated,Less than $40K,5,3,3,0,37,0
F,Unknown,Less than $40K,4,2,3,1235,29,0
F,Uneducated,$40K - $60K,3,2,2,1468,27,0
M,High School,$120K +,3,1,3,1266,26,0
M,College,$80K - $120K,6,1,2,1292,38,0
M,High School,$80K - $120K,4,1,3,1553,40,0
M,High School,$40K - $60K,5,1,3,1927,30,0
M,High School,$80K - $120K,1,1,3,0,24,1
M,Graduate,$60K - $80K,3,3,2,2517,18,0
F,Uneducated,Less than $40K,6,1,3,1566,34,0
F,Doctorate,Less than $40K,6,2,2,0,34,0
M,Post-Graduate,$60K - $80K,5,3,2,906,25,0
F,Graduate,Less than $40K,3,1,3,1753,33,0
F,High School,Less than $40K,6,4,3,1734,34,0
F,College,Less than $40K,3,1,3,1693,30,0
M,Doctorate,$60K - $80K,3,3,3,0,35,0
M,High School,$80K - $120K,6,2,2,996,26,0
M,High School,$40K - $60K,5,3,2,1571,35,0
M,Uneducated,$80K - $120K,4,2,1,984,32,0
M,High School,$60K - $80K,3,3,3,1930,15,1
M,Graduate,$60K - $80K,6,3,0,1389,38,0
F,Graduate,Less than $40K,4,2,2,513,20,1
F,Unknown,Unknown,6,1,2,1791,39,0
M,Graduate,$60K - $80K,5,3,2,2517,64,0
F,Graduate,Unknown,6,3,2,1538,43,0
M,Uneducated,$80K - $120K,4,1,2,0,47,0
F,High School,Unknown,6,1,0,0,41,0
M,High School,$80K - $120K,3,2,3,2258,20,0
M,Graduate,$80K - $120K,3,3,4,1183,57,0
M,College,$60K - $80K,3,3,2,1665,40,0
F,Uneducated,$40K - $60K,3,2,2,0,53,0
M,Unknown,$120K +,5,2,1,1295,49,0
M,College,$120K +,4,3,2,1010,59,0
M,Uneducated,$60K - $80K,3,3,3,2517,38,0
M,Doctorate,$60K - $80K,3,3,3,1435,61,0
F,Graduate,$40K - $60K,4,1,0,1656,41,0
F,High School,$40K - $60K,5,1,1,1543,32,0
M,Uneducated,$80K - $120K,4,3,3,1656,35,0
F,Graduate,$40K - $60K,5,3,3,1335,27,0
M,Graduate,$40K - $60K,6,2,3,541,35,0
F,Post-Graduate,$40K - $60K,6,2,2,842,26,0
M,Graduate,$40K - $60K,5,3,2,1745,46,0
F,High School,Less than $40K,6,1,2,1542,39,0
F,Unknown,Less than $40K,4,2,0,1639,39,0
M,High School,$80K - $120K,4,3,2,987,36,0
M,Graduate,$80K - $120K,4,3,1,1542,65,0
M,Graduate,$60K - $80K,3,2,0,967,45,0
M,Unknown,$40K - $60K,2,2,3,0,28,1
F,Unknown,Less than $40K,4,3,3,1224,42,0
M,Uneducated,$40K - $60K,6,3,2,1902,22,0
M,College,$80K - $120K,4,1,1,1847,43,0
F,College,Less than $40K,4,2,2,1846,32,0
M,High School,$80K - $120K,6,2,3,1660,38,0
M,Post-Graduate,$80K - $120K,6,3,3,942,50,0
F,Unknown,Unknown,5,1,0,727,40,0
M,Unknown,$60K - $80K,6,3,3,1418,31,0
M,Unknown,$120K +,4,1,2,1839,34,0
M,Unknown,$60K - $80K,5,3,2,0,25,1
F,Unknown,Unknown,3,2,3,0,16,1
M,Uneducated,$80K - $120K,4,3,2,1178,49,0
F,Post-Graduate,Less than $40K,3,3,3,0,47,0
M,Doctorate,$120K +,4,2,2,989,48,0
F,Graduate,Less than $40K,3,1,2,1214,40,0
F,Graduate,Less than $40K,5,2,3,1705,32,0
F,College,Less than $40K,6,2,3,392,27,1
F,High School,Unknown,5,1,0,2216,25,0
F,Unknown,Unknown,5,3,2,1525,28,0
M,College,$40K - $60K,4,3,3,1197,49,0
M,Uneducated,$60K - $80K,5,2,2,1274,47,0
M,Post-Graduate,$120K +,4,1,1,1472,36,0
M,Unknown,Less than $40K,4,6,1,1967,29,0
F,High School,$40K - $60K,5,1,2,1864,25,0
M,High School,$60K - $80K,4,3,2,0,39,0
M,High School,$80K - $120K,4,3,1,1508,35,0
F,Uneducated,$40K - $60K,6,2,3,1380,62,0
M,College,$80K - $120K,3,2,3,668,67,0
M,Post-Graduate,$80K - $120K,5,3,3,1890,45,0
M,Unknown,$80K - $120K,4,3,2,1203,31,0
F,Graduate,Less than $40K,3,1,2,1747,30,0
M,Uneducated,$80K - $120K,5,6,3,2404,35,0
F,Unknown,Less than $40K,3,3,2,2035,42,0
F,High School,Less than $40K,4,1,1,2350,61,0
M,Graduate,$40K - $60K,2,3,3,2238,15,1
M,Unknown,$40K - $60K,5,2,2,1597,46,0
M,Unknown,$60K - $80K,3,3,2,1092,39,0
F,Graduate,Unknown,4,3,2,1758,33,0
F,College,$40K - $60K,6,3,3,0,66,0
M,Uneducated,$60K - $80K,2,3,3,0,29,1
M,Unknown,$60K - $80K,6,3,2,1630,41,0
F,College,Unknown,3,2,3,1449,56,0
F,Unknown,$40K - $60K,4,2,2,2400,25,0
M,Uneducated,$80K - $120K,6,3,3,1935,49,0
M,Graduate,$60K - $80K,5,1,0,834,26,0
M,Doctorate,$60K - $80K,3,1,1,1581,31,0
F,Uneducated,Less than $40K,6,3,1,0,25,1
F,High School,$40K - $60K,4,1,3,1884,47,0
M,High School,$80K - $120K,6,2,2,1635,37,0
M,Doctorate,$120K +,6,1,2,2144,48,0
M,Post-Graduate,$80K - $120K,5,2,2,1688,56,0
M,Doctorate,$120K +,3,1,0,1694,23,0
M,Unknown,$80K - $120K,6,3,1,1345,33,0
F,Uneducated,Less than $40K,3,3,0,814,35,0
M,Doctorate,$80K - $120K,4,3,2,694,34,0
M,Post-Graduate,Unknown,6,2,3,1927,32,0
M,College,$120K +,5,2,1,1705,39,0
F,High School,Unknown,2,1,2,0,19,1
F,Graduate,$40K - $60K,6,2,3,0,35,0
M,Graduate,$120K +,4,2,0,2035,47,0
M,Unknown,$120K +,5,1,3,0,50,0
M,High School,$40K - $60K,3,3,1,1843,58,0
M,Doctorate,$40K - $60K,4,3,2,1545,65,0
F,High School,Less than $40K,6,3,1,2517,56,0
M,Unknown,$80K - $120K,5,2,2,1487,47,0
F,Unknown,Less than $40K,6,3,0,1395,33,0
M,Unknown,$80K - $120K,5,2,2,0,44,0
M,Doctorate,$60K - $80K,3,3,2,0,19,1
F,High School,$40K - $60K,3,2,2,1117,39,0
M,Post-Graduate,Less than $40K,6,1,3,1663,37,0
M,Post-Graduate,$80K - $120K,3,1,3,0,78,0
M,High School,Less than $40K,4,2,0,1393,35,0
M,Unknown,$60K - $80K,5,3,2,2211,25,0
M,Graduate,$120K +,6,3,2,1794,40,0
F,Unknown,Less than $40K,6,1,3,1648,36,0
M,Graduate,$120K +,5,3,3,1295,38,0
F,Post-Graduate,Less than $40K,6,2,1,1705,69,0
F,High School,Unknown,4,3,0,717,51,0
F,Unknown,Less than $40K,6,1,1,2227,48,0
F,Unknown,$40K - $60K,5,3,2,2517,44,0
M,Unknown,$80K - $120K,5,3,0,2116,43,0
F,College,Less than $40K,3,2,3,1610,45,0
M,Unknown,$120K +,6,4,3,1602,46,0
M,High School,$60K - $80K,4,2,2,2025,45,0
M,Unknown,$120K +,6,2,3,1984,37,0
M,High School,$60K - $80K,3,3,2,1631,45,0
M,Uneducated,$60K - $80K,4,3,0,713,41,0
M,Post-Graduate,$40K - $60K,4,1,2,1482,42,0
F,Uneducated,Less than $40K,6,1,3,1791,32,0
F,High School,Less than $40K,4,1,1,2190,34,0
M,Graduate,$40K - $60K,3,3,0,1729,42,0
M,Uneducated,$80K - $120K,6,2,2,1262,34,0
M,Graduate,$80K - $120K,2,3,2,861,29,1
M,Unknown,$60K - $80K,3,2,1,1669,31,0
M,Graduate,$40K - $60K,4,2,3,1603,25,0
M,High School,$120K +,4,3,1,0,21,1
F,Graduate,Less than $40K,3,1,3,0,71,0
M,Graduate,$80K - $120K,6,3,2,733,45,0
M,High School,$80K - $120K,2,3,4,350,28,1
M,Uneducated,Less than $40K,4,5,0,2134,50,0
F,College,Less than $40K,3,3,1,2265,57,0
M,Unknown,$80K - $120K,6,2,2,0,39,0
M,Graduate,$60K - $80K,6,3,1,1892,58,0
F,High School,$40K - $60K,5,3,1,2517,23,0
F,Graduate,$40K - $60K,4,3,3,0,37,0
F,Graduate,Unknown,3,2,0,1123,40,0
F,Graduate,Unknown,6,3,3,0,24,0
M,High School,$60K - $80K,4,3,2,2517,60,0
M,High School,$60K - $80K,3,3,3,2420,47,0
F,Graduate,Unknown,4,3,2,1084,43,0
M,Unknown,$40K - $60K,6,2,3,2322,63,0
M,Unknown,$40K - $60K,6,1,2,870,41,0
M,Graduate,$80K - $120K,3,2,1,1385,40,0
M,College,Less than $40K,6,3,3,658,37,0
F,Graduate,Less than $40K,3,3,2,2127,36,0
M,Unknown,$60K - $80K,3,3,3,2037,36,0
F,Graduate,Less than $40K,2,2,3,1067,32,1
M,High School,$60K - $80K,6,2,3,0,44,0
F,Graduate,Less than $40K,5,2,2,0,37,0
M,College,$60K - $80K,3,2,1,2242,44,0
M,Uneducated,$60K - $80K,6,2,1,0,57,0
M,Graduate,$80K - $120K,5,3,2,1642,40,0
F,Graduate,Less than $40K,6,3,1,1142,31,0
F,Unknown,Less than $40K,6,2,1,674,31,0
M,College,$60K - $80K,5,2,2,1204,29,0
M,College,$80K - $120K,4,3,3,1347,22,0
F,High School,Less than $40K,3,3,2,747,24,0
F,Post-Graduate,$40K - $60K,6,2,2,758,34,0
M,High School,$60K - $80K,5,2,3,0,26,1
M,Uneducated,$120K +,5,1,3,1961,41,0
M,Unknown,$40K - $60K,3,1,3,1478,22,0
F,Unknown,Less than $40K,6,1,3,2517,29,0
F,Doctorate,Less than $40K,3,3,3,1576,48,0
F,Unknown,Unknown,6,1,1,1707,33,0
F,College,Less than $40K,3,1,2,2257,42,0
M,Unknown,$60K - $80K,4,3,3,2324,49,0
M,Uneducated,$80K - $120K,5,3,3,1452,32,1
F,Graduate,Unknown,4,2,3,997,47,0
M,Unknown,$80K - $120K,3,3,3,2365,30,0
F,Uneducated,Less than $40K,5,3,3,1479,49,0
M,Uneducated,Less than $40K,5,3,0,2103,60,0
F,Unknown,Less than $40K,6,1,1,1421,31,0
M,Unknown,$40K - $60K,4,1,1,1707,42,0
F,High School,Unknown,4,3,2,2104,29,0
F,Graduate,$40K - $60K,6,3,3,673,48,0
M,High School,$60K - $80K,4,2,2,1399,40,0
M,High School,$60K - $80K,5,2,3,1635,52,0
F,High School,$40K - $60K,2,1,3,0,35,1
M,Unknown,Less than $40K,3,3,3,1515,35,0
M,Graduate,$60K - $80K,3,1,2,1099,63,0
F,Post-Graduate,Unknown,3,3,3,1759,28,0
M,College,$60K - $80K,4,3,2,2517,37,0
M,Graduate,$120K +,3,2,3,2082,56,0
M,Unknown,$60K - $80K,3,2,3,0,34,0
M,College,Less than $40K,3,3,3,1095,27,0
F,Graduate,Unknown,6,3,1,1978,36,0
F,Uneducated,$40K - $60K,5,1,3,1762,39,0
M,Doctorate,$80K - $120K,3,1,1,0,36,0
M,College,$120K +,3,2,3,1719,55,0
F,Graduate,Unknown,6,1,1,2517,36,0
F,College,Less than $40K,6,2,3,1730,37,0
M,Graduate,$80K - $120K,3,3,1,1521,36,0
M,College,$80K - $120K,3,2,3,0,25,1
M,High School,$60K - $80K,1,3,3,288,33,1
F,High School,Less than $40K,5,3,3,1485,31,0
F,Graduate,$40K - $60K,5,5,3,1539,54,0
M,Graduate,$80K - $120K,6,6,1,0,36,0
F,Unknown,Less than $40K,6,3,1,2206,35,0
F,High School,Unknown,3,3,2,0,24,0
M,High School,$60K - $80K,2,1,3,0,27,1
M,Graduate,$60K - $80K,4,3,2,1714,21,0
M,Graduate,$80K - $120K,5,3,3,1177,53,0
F,Graduate,Unknown,5,1,2,1890,75,0
F,High School,$40K - $60K,6,1,1,2047,33,0
M,Graduate,$80K - $120K,4,1,3,1726,52,0
F,Uneducated,Unknown,5,1,2,1542,35,0
M,Graduate,$60K - $80K,3,2,3,1691,44,0
M,Unknown,$40K - $60K,6,1,1,0,34,0
M,High School,$80K - $120K,6,1,2,2307,43,0
F,College,Less than $40K,4,3,3,1292,33,0
F,Graduate,Less than $40K,3,2,2,2091,50,0
F,Graduate,Less than $40K,5,2,2,2517,49,0
M,College,$120K +,6,2,0,1901,43,0
M,Unknown,$120K +,4,3,2,0,31,0
M,Unknown,$60K - $80K,6,2,2,2310,65,0
M,Uneducated,Less than $40K,4,3,3,629,31,0
M,Unknown,$40K - $60K,3,2,2,1631,63,0
M,Uneducated,$120K +,3,3,1,0,25,1
M,High School,$40K - $60K,4,3,3,1900,56,0
M,Unknown,$80K - $120K,3,3,3,1286,74,0
F,High School,Less than $40K,3,2,2,2172,41,0
M,Uneducated,$40K - $60K,3,2,2,1566,60,0
M,Graduate,Unknown,4,1,2,0,47,0
M,High School,$60K - $80K,4,3,3,1635,69,0
M,Graduate,$60K - $80K,5,2,2,962,49,0
M,Uneducated,$60K - $80K,4,5,3,1873,53,0
M,College,$80K - $120K,5,1,2,2431,39,0
M,High School,$40K - $60K,5,2,0,1176,41,0
F,Uneducated,Less than $40K,5,1,2,2024,34,0
F,High School,Unknown,6,2,3,1496,64,0
M,College,$80K - $120K,5,2,2,1805,65,0
M,Post-Graduate,$80K - $120K,3,3,3,681,48,0
F,High School,Unknown,3,2,2,0,34,0
M,High School,Less than $40K,3,2,1,0,18,1
M,Graduate,$80K - $120K,3,3,3,2418,21,1
F,Unknown,Less than $40K,5,3,2,1678,42,0
F,Graduate,Less than $40K,4,3,2,1208,28,0
M,Uneducated,$60K - $80K,6,3,3,1669,63,0
M,College,$120K +,6,3,2,2517,50,0
M,Graduate,$80K - $120K,6,2,3,1387,30,0
F,High School,Unknown,4,2,1,2072,51,0
F,Graduate,Less than $40K,6,1,0,1418,39,0
F,Graduate,Less than $40K,4,3,2,2056,31,0
F,Unknown,Less than $40K,6,4,3,1151,76,0
M,Unknown,$80K - $120K,4,3,1,0,48,0
F,Uneducated,Unknown,6,1,2,1992,36,0
F,Doctorate,Less than $40K,3,1,2,2517,42,0
M,Uneducated,$60K - $80K,2,2,3,0,14,1
M,Graduate,$80K - $120K,6,3,0,0,62,0
F,High School,Unknown,6,2,3,2338,33,0
F,High School,Less than $40K,4,3,2,2517,34,0
M,Graduate,$80K - $120K,5,3,2,2377,39,0
F,Uneducated,Less than $40K,4,1,2,2517,36,0
M,Uneducated,$60K - $80K,3,1,3,2073,45,0
M,High School,$40K - $60K,4,3,3,0,40,0
F,High School,$40K - $60K,6,2,2,1514,26,0
F,College,$40K - $60K,4,2,3,1240,61,0
F,College,Less than $40K,6,1,2,1035,42,0
F,High School,Unknown,4,3,2,836,25,0
M,Graduate,$40K - $60K,6,1,2,1956,51,0
M,High School,$80K - $120K,5,1,3,1996,28,0
F,College,$40K - $60K,4,4,3,2517,32,0
M,Uneducated,$60K - $80K,4,3,3,845,58,0
M,Graduate,$120K +,5,2,3,2097,35,0
F,High School,Less than $40K,5,2,0,2517,38,0
M,Graduate,$80K - $120K,5,3,2,782,34,0
M,Unknown,$80K - $120K,6,1,3,1024,33,0
F,Post-Graduate,Less than $40K,6,2,3,2288,60,0
M,Post-Graduate,$80K - $120K,5,3,2,1832,45,0
M,High School,$120K +,3,3,1,1043,38,0
M,Graduate,$60K - $80K,3,1,3,0,32,0
M,Post-Graduate,$40K - $60K,5,1,2,1434,42,0
F,High School,Less than $40K,6,3,2,0,58,0
M,Unknown,$120K +,6,2,2,1014,40,0
M,Unknown,Less than $40K,5,3,2,1464,27,0
F,College,Less than $40K,5,1,3,2439,34,0
M,High School,$40K - $60K,3,3,2,1394,36,0
M,High School,$60K - $80K,6,3,2,661,32,0
M,High School,$120K +,3,1,3,1796,59,0
M,Uneducated,$80K - $120K,3,2,0,1136,63,0
M,Graduate,$60K - $80K,6,2,0,0,28,0
M,Graduate,$120K +,4,2,3,0,47,0
F,College,Unknown,6,3,2,2245,57,0
F,High School,Less than $40K,6,2,3,2517,43,1
M,Graduate,Less than $40K,5,1,3,997,30,0
M,Graduate,$60K - $80K,6,2,2,1180,38,0
M,Graduate,$60K - $80K,3,5,3,2517,33,0
M,Post-Graduate,$40K - $60K,4,2,2,1372,35,0
M,Doctorate,$80K - $120K,5,2,2,1881,35,0
M,Unknown,$60K - $80K,5,3,2,1790,38,0
M,High School,$60K - $80K,3,3,1,0,31,1
F,High School,Less than $40K,3,2,2,1772,38,0
F,Doctorate,$40K - $60K,4,3,2,2355,27,0
M,High School,$40K - $60K,5,1,3,2158,40,0
M,Graduate,$60K - $80K,3,1,3,2517,36,0
F,Graduate,Less than $40K,4,3,0,2245,26,0
M,High School,$60K - $80K,4,3,3,1567,42,0
M,Uneducated,$40K - $60K,5,3,2,1519,35,0
F,Graduate,Less than $40K,3,2,3,1450,54,0
F,Graduate,Less than $40K,6,2,2,0,35,0
F,Graduate,$40K - $60K,3,2,3,2472,49,0
F,Graduate,Less than $40K,3,3,3,1418,45,0
M,College,Less than $40K,5,2,3,456,74,0
M,Graduate,$60K - $80K,6,3,3,2477,33,0
M,High School,$40K - $60K,3,3,2,1733,53,0
M,High School,$60K - $80K,5,1,2,510,26,0
M,Graduate,$80K - $120K,4,3,2,549,32,0
M,Graduate,$120K +,3,3,0,1733,58,0
M,Uneducated,$40K - $60K,3,1,2,1530,34,0
F,Post-Graduate,$40K - $60K,5,3,3,0,27,0
M,Uneducated,$80K - $120K,4,1,3,1085,23,0
M,Uneducated,$60K - $80K,3,1,3,2146,45,0
M,High School,$60K - $80K,5,3,0,1081,36,0
M,High School,$80K - $120K,5,3,2,1880,39,0
M,College,$60K - $80K,3,5,4,0,30,0
F,Unknown,Less than $40K,6,2,2,2517,22,1
F,Graduate,Less than $40K,4,1,4,2266,37,0
F,Doctorate,Less than $40K,2,2,3,916,24,1
M,Graduate,$80K - $120K,2,2,3,0,28,1
M,College,$80K - $120K,4,2,3,1692,30,0
F,Graduate,Unknown,3,2,3,1357,46,0
M,Uneducated,$60K - $80K,3,3,3,2517,50,0
F,Uneducated,$40K - $60K,6,3,2,1377,29,0
M,Uneducated,Less than $40K,3,2,4,0,50,0
M,Graduate,$120K +,4,2,3,1478,41,0
F,College,Less than $40K,3,3,3,1134,54,0
F,High School,Less than $40K,3,3,3,1746,21,0
F,High School,Unknown,3,3,4,1212,32,0
F,High School,Less than $40K,4,1,2,0,43,0
M,Post-Graduate,$60K - $80K,5,3,3,2517,40,0
M,High School,$60K - $80K,5,3,3,1425,38,0
M,Graduate,$120K +,3,3,2,1420,32,0
M,High School,$120K +,3,1,2,1792,35,0
M,College,$80K - $120K,6,2,2,0,54,0
M,Unknown,$120K +,6,2,2,2517,42,0
F,Post-Graduate,$40K - $60K,6,2,2,2025,53,0
M,Graduate,Less than $40K,5,2,4,2134,46,0
M,Graduate,$80K - $120K,1,1,3,781,12,1
M,Graduate,$120K +,3,1,3,854,54,0
M,Uneducated,$120K +,6,2,3,1735,45,0
F,Uneducated,$40K - $60K,5,2,3,0,64,0
F,Uneducated,Less than $40K,5,1,2,627,45,0
M,Graduate,$120K +,6,2,4,2517,52,0
M,Graduate,$40K - $60K,3,3,2,954,35,0
M,Graduate,$80K - $120K,6,3,2,1236,40,0
M,High School,$80K - $120K,4,2,3,1936,62,0
F,Graduate,Unknown,3,1,2,1043,38,0
M,Graduate,$80K - $120K,6,2,2,2472,60,0
F,High School,$40K - $60K,5,2,1,0,14,1
F,Post-Graduate,$40K - $60K,4,2,3,1887,55,0
F,Graduate,Less than $40K,5,1,2,1249,34,0
F,Post-Graduate,Less than $40K,3,1,3,0,31,0
F,Graduate,Unknown,4,2,4,1599,31,0
F,High School,Less than $40K,6,1,4,1445,33,0
M,Graduate,$80K - $120K,5,1,3,1725,55,0
F,Graduate,Less than $40K,6,2,3,0,20,1
